Date,GDP,Economic growth rate
2017-10-02,474958,2.9
2017-10-03,474958,2.9
2017-10-04,474958,2.9
2017-10-05,474958,2.9
2017-10-06,474958,2.9
2017-10-07,474958,2.9
2017-10-08,474958,2.9
2017-10-09,474958,2.9
2017-10-10,474958,2.9
2017-10-11,474958,2.9
2017-10-12,474958,2.9
2017-10-13,474958,2.9
2017-10-14,474958,2.9
2017-10-15,474958,2.9
2017-10-16,474958,2.9
2017-10-17,474958,2.9
2017-10-18,474958,2.9
2017-10-19,474958,2.9
2017-10-20,474958,2.9
2017-10-21,474958,2.9
2017-10-22,474958,2.9
2017-10-23,474958,2.9
2017-10-24,474958,2.9
2017-10-25,474958,2.9
2017-10-26,474958,2.9
2017-10-27,474958,2.9
2017-10-28,474958,2.9
2017-10-29,474958,2.9
2017-10-30,474958,2.9
2017-10-31,474958,2.9
2017-11-01,474958,2.9
2017-11-02,474958,2.9
2017-11-03,474958,2.9
2017-11-04,474958,2.9
2017-11-05,474958,2.9
2017-11-06,474958,2.9
2017-11-07,474958,2.9
2017-11-08,474958,2.9
2017-11-09,474958,2.9
2017-11-10,474958,2.9
2017-11-11,474958,2.9
2017-11-12,474958,2.9
2017-11-13,474958,2.9
2017-11-14,474958,2.9
2017-11-15,474958,2.9
2017-11-16,474958,2.9
2017-11-17,474958,2.9
2017-11-18,474958,2.9
2017-11-19,474958,2.9
2017-11-20,474958,2.9
2017-11-21,474958,2.9
2017-11-22,474958,2.9
2017-11-23,474958,2.9
2017-11-24,474958,2.9
2017-11-25,474958,2.9
2017-11-26,474958,2.9
2017-11-27,474958,2.9
2017-11-28,474958,2.9
2017-11-29,474958,2.9
2017-11-30,474958,2.9
2017-12-01,474958,2.9
2017-12-02,474958,2.9
2017-12-03,474958,2.9
2017-12-04,474958,2.9
2017-12-05,474958,2.9
2017-12-06,474958,2.9
2017-12-07,474958,2.9
2017-12-08,474958,2.9
2017-12-09,474958,2.9
2017-12-10,474958,2.9
2017-12-11,474958,2.9
2017-12-12,474958,2.9
2017-12-13,474958,2.9
2017-12-14,474958,2.9
2017-12-15,474958,2.9
2017-12-16,474958,2.9
2017-12-17,474958,2.9
2017-12-18,474958,2.9
2017-12-19,474958,2.9
2017-12-20,474958,2.9
2017-12-21,474958,2.9
2017-12-22,474958,2.9
2017-12-23,474958,2.9
2017-12-24,474958,2.9
2017-12-25,474958,2.9
2017-12-26,474958,2.9
2017-12-27,474958,2.9
2017-12-28,474958,2.9
2017-12-29,474958,2.9
2017-12-30,474958,2.9
2017-12-31,474958,2.9
2018-01-01,449358,2.9
2018-01-02,449358,2.9
2018-01-03,449358,2.9
2018-01-04,449358,2.9
2018-01-05,449358,2.9
2018-01-06,449358,2.9
2018-01-07,449358,2.9
2018-01-08,449358,2.9
2018-01-09,449358,2.9
2018-01-10,449358,2.9
2018-01-11,449358,2.9
2018-01-12,449358,2.9
2018-01-13,449358,2.9
2018-01-14,449358,2.9
2018-01-15,449358,2.9
2018-01-16,449358,2.9
2018-01-17,449358,2.9
2018-01-18,449358,2.9
2018-01-19,449358,2.9
2018-01-20,449358,2.9
2018-01-21,449358,2.9
2018-01-22,449358,2.9
2018-01-23,449358,2.9
2018-01-24,449358,2.9
2018-01-25,449358,2.9
2018-01-26,449358,2.9
2018-01-27,449358,2.9
2018-01-28,449358,2.9
2018-01-29,449358,2.9
2018-01-30,449358,2.9
2018-01-31,449358,2.9
2018-02-01,449358,2.9
2018-02-02,449358,2.9
2018-02-03,449358,2.9
2018-02-04,449358,2.9
2018-02-05,449358,2.9
2018-02-06,449358,2.9
2018-02-07,449358,2.9
2018-02-08,449358,2.9
2018-02-09,449358,2.9
2018-02-10,449358,2.9
2018-02-11,449358,2.9
2018-02-12,449358,2.9
2018-02-13,449358,2.9
2018-02-14,449358,2.9
2018-02-15,449358,2.9
2018-02-16,449358,2.9
2018-02-17,449358,2.9
2018-02-18,449358,2.9
2018-02-19,449358,2.9
2018-02-20,449358,2.9
2018-02-21,449358,2.9
2018-02-22,449358,2.9
2018-02-23,449358,2.9
2018-02-24,449358,2.9
2018-02-25,449358,2.9
2018-02-26,449358,2.9
2018-02-27,449358,2.9
2018-02-28,449358,2.9
2018-03-01,449358,2.9
2018-03-02,449358,2.9
2018-03-03,449358,2.9
2018-03-04,449358,2.9
2018-03-05,449358,2.9
2018-03-06,449358,2.9
2018-03-07,449358,2.9
2018-03-08,449358,2.9
2018-03-09,449358,2.9
2018-03-10,449358,2.9
2018-03-11,449358,2.9
2018-03-12,449358,2.9
2018-03-13,449358,2.9
2018-03-14,449358,2.9
2018-03-15,449358,2.9
2018-03-16,449358,2.9
2018-03-17,449358,2.9
2018-03-18,449358,2.9
2018-03-19,449358,2.9
2018-03-20,449358,2.9
2018-03-21,449358,2.9
2018-03-22,449358,2.9
2018-03-23,449358,2.9
2018-03-24,449358,2.9
2018-03-25,449358,2.9
2018-03-26,449358,2.9
2018-03-27,449358,2.9
2018-03-28,449358,2.9
2018-03-29,449358,2.9
2018-03-30,449358,2.9
2018-03-31,449358,2.9
2018-04-01,472929,3.1
2018-04-02,472929,3.1
2018-04-03,472929,3.1
2018-04-04,472929,3.1
2018-04-05,472929,3.1
2018-04-06,472929,3.1
2018-04-07,472929,3.1
2018-04-08,472929,3.1
2018-04-09,472929,3.1
2018-04-10,472929,3.1
2018-04-11,472929,3.1
2018-04-12,472929,3.1
2018-04-13,472929,3.1
2018-04-14,472929,3.1
2018-04-15,472929,3.1
2018-04-16,472929,3.1
2018-04-17,472929,3.1
2018-04-18,472929,3.1
2018-04-19,472929,3.1
2018-04-20,472929,3.1
2018-04-21,472929,3.1
2018-04-22,472929,3.1
2018-04-23,472929,3.1
2018-04-24,472929,3.1
2018-04-25,472929,3.1
2018-04-26,472929,3.1
2018-04-27,472929,3.1
2018-04-28,472929,3.1
2018-04-29,472929,3.1
2018-04-30,472929,3.1
2018-05-01,472929,3.1
2018-05-02,472929,3.1
2018-05-03,472929,3.1
2018-05-04,472929,3.1
2018-05-05,472929,3.1
2018-05-06,472929,3.1
2018-05-07,472929,3.1
2018-05-08,472929,3.1
2018-05-09,472929,3.1
2018-05-10,472929,3.1
2018-05-11,472929,3.1
2018-05-12,472929,3.1
2018-05-13,472929,3.1
2018-05-14,472929,3.1
2018-05-15,472929,3.1
2018-05-16,472929,3.1
2018-05-17,472929,3.1
2018-05-18,472929,3.1
2018-05-19,472929,3.1
2018-05-20,472929,3.1
2018-05-21,472929,3.1
2018-05-22,472929,3.1
2018-05-23,472929,3.1
2018-05-24,472929,3.1
2018-05-25,472929,3.1
2018-05-26,472929,3.1
2018-05-27,472929,3.1
2018-05-28,472929,3.1
2018-05-29,472929,3.1
2018-05-30,472929,3.1
2018-05-31,472929,3.1
2018-06-01,472929,3.1
2018-06-02,472929,3.1
2018-06-03,472929,3.1
2018-06-04,472929,3.1
2018-06-05,472929,3.1
2018-06-06,472929,3.1
2018-06-07,472929,3.1
2018-06-08,472929,3.1
2018-06-09,472929,3.1
2018-06-10,472929,3.1
2018-06-11,472929,3.1
2018-06-12,472929,3.1
2018-06-13,472929,3.1
2018-06-14,472929,3.1
2018-06-15,472929,3.1
2018-06-16,472929,3.1
2018-06-17,472929,3.1
2018-06-18,472929,3.1
2018-06-19,472929,3.1
2018-06-20,472929,3.1
2018-06-21,472929,3.1
2018-06-22,472929,3.1
2018-06-23,472929,3.1
2018-06-24,472929,3.1
2018-06-25,472929,3.1
2018-06-26,472929,3.1
2018-06-27,472929,3.1
2018-06-28,472929,3.1
2018-06-29,472929,3.1
2018-06-30,472929,3.1
2018-07-01,485724,2.4
2018-07-02,485724,2.4
2018-07-03,485724,2.4
2018-07-04,485724,2.4
2018-07-05,485724,2.4
2018-07-06,485724,2.4
2018-07-07,485724,2.4
2018-07-08,485724,2.4
2018-07-09,485724,2.4
2018-07-10,485724,2.4
2018-07-11,485724,2.4
2018-07-12,485724,2.4
2018-07-13,485724,2.4
2018-07-14,485724,2.4
2018-07-15,485724,2.4
2018-07-16,485724,2.4
2018-07-17,485724,2.4
2018-07-18,485724,2.4
2018-07-19,485724,2.4
2018-07-20,485724,2.4
2018-07-21,485724,2.4
2018-07-22,485724,2.4
2018-07-23,485724,2.4
2018-07-24,485724,2.4
2018-07-25,485724,2.4
2018-07-26,485724,2.4
2018-07-27,485724,2.4
2018-07-28,485724,2.4
2018-07-29,485724,2.4
2018-07-30,485724,2.4
2018-07-31,485724,2.4
2018-08-01,485724,2.4
2018-08-02,485724,2.4
2018-08-03,485724,2.4
2018-08-04,485724,2.4
2018-08-05,485724,2.4
2018-08-06,485724,2.4
2018-08-07,485724,2.4
2018-08-08,485724,2.4
2018-08-09,485724,2.4
2018-08-10,485724,2.4
2018-08-11,485724,2.4
2018-08-12,485724,2.4
2018-08-13,485724,2.4
2018-08-14,485724,2.4
2018-08-15,485724,2.4
2018-08-16,485724,2.4
2018-08-17,485724,2.4
2018-08-18,485724,2.4
2018-08-19,485724,2.4
2018-08-20,485724,2.4
2018-08-21,485724,2.4
2018-08-22,485724,2.4
2018-08-23,485724,2.4
2018-08-24,485724,2.4
2018-08-25,485724,2.4
2018-08-26,485724,2.4
2018-08-27,485724,2.4
2018-08-28,485724,2.4
2018-08-29,485724,2.4
2018-08-30,485724,2.4
2018-08-31,485724,2.4
2018-09-01,485724,2.4
2018-09-02,485724,2.4
2018-09-03,485724,2.4
2018-09-04,485724,2.4
2018-09-05,485724,2.4
2018-09-06,485724,2.4
2018-09-07,485724,2.4
2018-09-08,485724,2.4
2018-09-09,485724,2.4
2018-09-10,485724,2.4
2018-09-11,485724,2.4
2018-09-12,485724,2.4
2018-09-13,485724,2.4
2018-09-14,485724,2.4
2018-09-15,485724,2.4
2018-09-16,485724,2.4
2018-09-17,485724,2.4
2018-09-18,485724,2.4
2018-09-19,485724,2.4
2018-09-20,485724,2.4
2018-09-21,485724,2.4
2018-09-22,485724,2.4
2018-09-23,485724,2.4
2018-09-24,485724,2.4
2018-09-25,485724,2.4
2018-09-26,485724,2.4
2018-09-27,485724,2.4
2018-09-28,485724,2.4
2018-09-29,485724,2.4
2018-09-30,485724,2.4
2018-10-01,490182,3.2
2018-10-02,490182,3.2
2018-10-03,490182,3.2
2018-10-04,490182,3.2
2018-10-05,490182,3.2
2018-10-06,490182,3.2
2018-10-07,490182,3.2
2018-10-08,490182,3.2
2018-10-09,490182,3.2
2018-10-10,490182,3.2
2018-10-11,490182,3.2
2018-10-12,490182,3.2
2018-10-13,490182,3.2
2018-10-14,490182,3.2
2018-10-15,490182,3.2
2018-10-16,490182,3.2
2018-10-17,490182,3.2
2018-10-18,490182,3.2
2018-10-19,490182,3.2
2018-10-20,490182,3.2
2018-10-21,490182,3.2
2018-10-22,490182,3.2
2018-10-23,490182,3.2
2018-10-24,490182,3.2
2018-10-25,490182,3.2
2018-10-26,490182,3.2
2018-10-27,490182,3.2
2018-10-28,490182,3.2
2018-10-29,490182,3.2
2018-10-30,490182,3.2
2018-10-31,490182,3.2
2018-11-01,490182,3.2
2018-11-02,490182,3.2
2018-11-03,490182,3.2
2018-11-04,490182,3.2
2018-11-05,490182,3.2
2018-11-06,490182,3.2
2018-11-07,490182,3.2
2018-11-08,490182,3.2
2018-11-09,490182,3.2
2018-11-10,490182,3.2
2018-11-11,490182,3.2
2018-11-12,490182,3.2
2018-11-13,490182,3.2
2018-11-14,490182,3.2
2018-11-15,490182,3.2
2018-11-16,490182,3.2
2018-11-17,490182,3.2
2018-11-18,490182,3.2
2018-11-19,490182,3.2
2018-11-20,490182,3.2
2018-11-21,490182,3.2
2018-11-22,490182,3.2
2018-11-23,490182,3.2
2018-11-24,490182,3.2
2018-11-25,490182,3.2
2018-11-26,490182,3.2
2018-11-27,490182,3.2
2018-11-28,490182,3.2
2018-11-29,490182,3.2
2018-11-30,490182,3.2
2018-12-01,490182,3.2
2018-12-02,490182,3.2
2018-12-03,490182,3.2
2018-12-04,490182,3.2
2018-12-05,490182,3.2
2018-12-06,490182,3.2
2018-12-07,490182,3.2
2018-12-08,490182,3.2
2018-12-09,490182,3.2
2018-12-10,490182,3.2
2018-12-11,490182,3.2
2018-12-12,490182,3.2
2018-12-13,490182,3.2
2018-12-14,490182,3.2
2018-12-15,490182,3.2
2018-12-16,490182,3.2
2018-12-17,490182,3.2
2018-12-18,490182,3.2
2018-12-19,490182,3.2
2018-12-20,490182,3.2
2018-12-21,490182,3.2
2018-12-22,490182,3.2
2018-12-23,490182,3.2
2018-12-24,490182,3.2
2018-12-25,490182,3.2
2018-12-26,490182,3.2
2018-12-27,490182,3.2
2018-12-28,490182,3.2
2018-12-29,490182,3.2
2018-12-30,490182,3.2
2018-12-31,490182,3.2
2019-01-01,455551,1.9
2019-01-02,455551,1.9
2019-01-03,455551,1.9
2019-01-04,455551,1.9
2019-01-05,455551,1.9
2019-01-06,455551,1.9
2019-01-07,455551,1.9
2019-01-08,455551,1.9
2019-01-09,455551,1.9
2019-01-10,455551,1.9
2019-01-11,455551,1.9
2019-01-12,455551,1.9
2019-01-13,455551,1.9
2019-01-14,455551,1.9
2019-01-15,455551,1.9
2019-01-16,455551,1.9
2019-01-17,455551,1.9
2019-01-18,455551,1.9
2019-01-19,455551,1.9
2019-01-20,455551,1.9
2019-01-21,455551,1.9
2019-01-22,455551,1.9
2019-01-23,455551,1.9
2019-01-24,455551,1.9
2019-01-25,455551,1.9
2019-01-26,455551,1.9
2019-01-27,455551,1.9
2019-01-28,455551,1.9
2019-01-29,455551,1.9
2019-01-30,455551,1.9
2019-01-31,455551,1.9
2019-02-01,455551,1.9
2019-02-02,455551,1.9
2019-02-03,455551,1.9
2019-02-04,455551,1.9
2019-02-05,455551,1.9
2019-02-06,455551,1.9
2019-02-07,455551,1.9
2019-02-08,455551,1.9
2019-02-09,455551,1.9
2019-02-10,455551,1.9
2019-02-11,455551,1.9
2019-02-12,455551,1.9
2019-02-13,455551,1.9
2019-02-14,455551,1.9
2019-02-15,455551,1.9
2019-02-16,455551,1.9
2019-02-17,455551,1.9
2019-02-18,455551,1.9
2019-02-19,455551,1.9
2019-02-20,455551,1.9
2019-02-21,455551,1.9
2019-02-22,455551,1.9
2019-02-23,455551,1.9
2019-02-24,455551,1.9
2019-02-25,455551,1.9
2019-02-26,455551,1.9
2019-02-27,455551,1.9
2019-02-28,455551,1.9
2019-03-01,455551,1.9
2019-03-02,455551,1.9
2019-03-03,455551,1.9
2019-03-04,455551,1.9
2019-03-05,455551,1.9
2019-03-06,455551,1.9
2019-03-07,455551,1.9
2019-03-08,455551,1.9
2019-03-09,455551,1.9
2019-03-10,455551,1.9
2019-03-11,455551,1.9
2019-03-12,455551,1.9
2019-03-13,455551,1.9
2019-03-14,455551,1.9
2019-03-15,455551,1.9
2019-03-16,455551,1.9
2019-03-17,455551,1.9
2019-03-18,455551,1.9
2019-03-19,455551,1.9
2019-03-20,455551,1.9
2019-03-21,455551,1.9
2019-03-22,455551,1.9
2019-03-23,455551,1.9
2019-03-24,455551,1.9
2019-03-25,455551,1.9
2019-03-26,455551,1.9
2019-03-27,455551,1.9
2019-03-28,455551,1.9
2019-03-29,455551,1.9
2019-03-30,455551,1.9
2019-03-31,455551,1.9
2019-04-01,480832,2.3
2019-04-02,480832,2.3
2019-04-03,480832,2.3
2019-04-04,480832,2.3
2019-04-05,480832,2.3
2019-04-06,480832,2.3
2019-04-07,480832,2.3
2019-04-08,480832,2.3
2019-04-09,480832,2.3
2019-04-10,480832,2.3
2019-04-11,480832,2.3
2019-04-12,480832,2.3
2019-04-13,480832,2.3
2019-04-14,480832,2.3
2019-04-15,480832,2.3
2019-04-16,480832,2.3
2019-04-17,480832,2.3
2019-04-18,480832,2.3
2019-04-19,480832,2.3
2019-04-20,480832,2.3
2019-04-21,480832,2.3
2019-04-22,480832,2.3
2019-04-23,480832,2.3
2019-04-24,480832,2.3
2019-04-25,480832,2.3
2019-04-26,480832,2.3
2019-04-27,480832,2.3
2019-04-28,480832,2.3
2019-04-29,480832,2.3
2019-04-30,480832,2.3
2019-05-01,480832,2.3
2019-05-02,480832,2.3
2019-05-03,480832,2.3
2019-05-04,480832,2.3
2019-05-05,480832,2.3
2019-05-06,480832,2.3
2019-05-07,480832,2.3
2019-05-08,480832,2.3
2019-05-09,480832,2.3
2019-05-10,480832,2.3
2019-05-11,480832,2.3
2019-05-12,480832,2.3
2019-05-13,480832,2.3
2019-05-14,480832,2.3
2019-05-15,480832,2.3
2019-05-16,480832,2.3
2019-05-17,480832,2.3
2019-05-18,480832,2.3
2019-05-19,480832,2.3
2019-05-20,480832,2.3
2019-05-21,480832,2.3
2019-05-22,480832,2.3
2019-05-23,480832,2.3
2019-05-24,480832,2.3
2019-05-25,480832,2.3
2019-05-26,480832,2.3
2019-05-27,480832,2.3
2019-05-28,480832,2.3
2019-05-29,480832,2.3
2019-05-30,480832,2.3
2019-05-31,480832,2.3
2019-06-01,480832,2.3
2019-06-02,480832,2.3
2019-06-03,480832,2.3
2019-06-04,480832,2.3
2019-06-05,480832,2.3
2019-06-06,480832,2.3
2019-06-07,480832,2.3
2019-06-08,480832,2.3
2019-06-09,480832,2.3
2019-06-10,480832,2.3
2019-06-11,480832,2.3
2019-06-12,480832,2.3
2019-06-13,480832,2.3
2019-06-14,480832,2.3
2019-06-15,480832,2.3
2019-06-16,480832,2.3
2019-06-17,480832,2.3
2019-06-18,480832,2.3
2019-06-19,480832,2.3
2019-06-20,480832,2.3
2019-06-21,480832,2.3
2019-06-22,480832,2.3
2019-06-23,480832,2.3
2019-06-24,480832,2.3
2019-06-25,480832,2.3
2019-06-26,480832,2.3
2019-06-27,480832,2.3
2019-06-28,480832,2.3
2019-06-29,480832,2.3
2019-06-30,480832,2.3
2019-07-01,488771,2.1
2019-07-02,488771,2.1
2019-07-03,488771,2.1
2019-07-04,488771,2.1
2019-07-05,488771,2.1
2019-07-06,488771,2.1
2019-07-07,488771,2.1
2019-07-08,488771,2.1
2019-07-09,488771,2.1
2019-07-10,488771,2.1
2019-07-11,488771,2.1
2019-07-12,488771,2.1
2019-07-13,488771,2.1
2019-07-14,488771,2.1
2019-07-15,488771,2.1
2019-07-16,488771,2.1
2019-07-17,488771,2.1
2019-07-18,488771,2.1
2019-07-19,488771,2.1
2019-07-20,488771,2.1
2019-07-21,488771,2.1
2019-07-22,488771,2.1
2019-07-23,488771,2.1
2019-07-24,488771,2.1
2019-07-25,488771,2.1
2019-07-26,488771,2.1
2019-07-27,488771,2.1
2019-07-28,488771,2.1
2019-07-29,488771,2.1
2019-07-30,488771,2.1
2019-07-31,488771,2.1
2019-08-01,488771,2.1
2019-08-02,488771,2.1
2019-08-03,488771,2.1
2019-08-04,488771,2.1
2019-08-05,488771,2.1
2019-08-06,488771,2.1
2019-08-07,488771,2.1
2019-08-08,488771,2.1
2019-08-09,488771,2.1
2019-08-10,488771,2.1
2019-08-11,488771,2.1
2019-08-12,488771,2.1
2019-08-13,488771,2.1
2019-08-14,488771,2.1
2019-08-15,488771,2.1
2019-08-16,488771,2.1
2019-08-17,488771,2.1
2019-08-18,488771,2.1
2019-08-19,488771,2.1
2019-08-20,488771,2.1
2019-08-21,488771,2.1
2019-08-22,488771,2.1
2019-08-23,488771,2.1
2019-08-24,488771,2.1
2019-08-25,488771,2.1
2019-08-26,488771,2.1
2019-08-27,488771,2.1
2019-08-28,488771,2.1
2019-08-29,488771,2.1
2019-08-30,488771,2.1
2019-08-31,488771,2.1
2019-09-01,488771,2.1
2019-09-02,488771,2.1
2019-09-03,488771,2.1
2019-09-04,488771,2.1
2019-09-05,488771,2.1
2019-09-06,488771,2.1
2019-09-07,488771,2.1
2019-09-08,488771,2.1
2019-09-09,488771,2.1
2019-09-10,488771,2.1
2019-09-11,488771,2.1
2019-09-12,488771,2.1
2019-09-13,488771,2.1
2019-09-14,488771,2.1
2019-09-15,488771,2.1
2019-09-16,488771,2.1
2019-09-17,488771,2.1
2019-09-18,488771,2.1
2019-09-19,488771,2.1
2019-09-20,488771,2.1
2019-09-21,488771,2.1
2019-09-22,488771,2.1
2019-09-23,488771,2.1
2019-09-24,488771,2.1
2019-09-25,488771,2.1
2019-09-26,488771,2.1
2019-09-27,488771,2.1
2019-09-28,488771,2.1
2019-09-29,488771,2.1
2019-09-30,488771,2.1
2019-10-01,499344,2.7
2019-10-02,499344,2.7
2019-10-03,499344,2.7
2019-10-04,499344,2.7
2019-10-05,499344,2.7
2019-10-06,499344,2.7
2019-10-07,499344,2.7
2019-10-08,499344,2.7
2019-10-09,499344,2.7
2019-10-10,499344,2.7
2019-10-11,499344,2.7
2019-10-12,499344,2.7
2019-10-13,499344,2.7
2019-10-14,499344,2.7
2019-10-15,499344,2.7
2019-10-16,499344,2.7
2019-10-17,499344,2.7
2019-10-18,499344,2.7
2019-10-19,499344,2.7
2019-10-20,499344,2.7
2019-10-21,499344,2.7
2019-10-22,499344,2.7
2019-10-23,499344,2.7
2019-10-24,499344,2.7
2019-10-25,499344,2.7
2019-10-26,499344,2.7
2019-10-27,499344,2.7
2019-10-28,499344,2.7
2019-10-29,499344,2.7
2019-10-30,499344,2.7
2019-10-31,499344,2.7
2019-11-01,499344,2.7
2019-11-02,499344,2.7
2019-11-03,499344,2.7
2019-11-04,499344,2.7
2019-11-05,499344,2.7
2019-11-06,499344,2.7
2019-11-07,499344,2.7
2019-11-08,499344,2.7
2019-11-09,499344,2.7
2019-11-10,499344,2.7
2019-11-11,499344,2.7
2019-11-12,499344,2.7
2019-11-13,499344,2.7
2019-11-14,499344,2.7
2019-11-15,499344,2.7
2019-11-16,499344,2.7
2019-11-17,499344,2.7
2019-11-18,499344,2.7
2019-11-19,499344,2.7
2019-11-20,499344,2.7
2019-11-21,499344,2.7
2019-11-22,499344,2.7
2019-11-23,499344,2.7
2019-11-24,499344,2.7
2019-11-25,499344,2.7
2019-11-26,499344,2.7
2019-11-27,499344,2.7
2019-11-28,499344,2.7
2019-11-29,499344,2.7
2019-11-30,499344,2.7
2019-12-01,499344,2.7
2019-12-02,499344,2.7
2019-12-03,499344,2.7
2019-12-04,499344,2.7
2019-12-05,499344,2.7
2019-12-06,499344,2.7
2019-12-07,499344,2.7
2019-12-08,499344,2.7
2019-12-09,499344,2.7
2019-12-10,499344,2.7
2019-12-11,499344,2.7
2019-12-12,499344,2.7
2019-12-13,499344,2.7
2019-12-14,499344,2.7
2019-12-15,499344,2.7
2019-12-16,499344,2.7
2019-12-17,499344,2.7
2019-12-18,499344,2.7
2019-12-19,499344,2.7
2019-12-20,499344,2.7
2019-12-21,499344,2.7
2019-12-22,499344,2.7
2019-12-23,499344,2.7
2019-12-24,499344,2.7
2019-12-25,499344,2.7
2019-12-26,499344,2.7
2019-12-27,499344,2.7
2019-12-28,499344,2.7
2019-12-29,499344,2.7
2019-12-30,499344,2.7
2019-12-31,499344,2.7
2020-01-01,459774,1.4
2020-01-02,459774,1.4
2020-01-03,459774,1.4
2020-01-04,459774,1.4
2020-01-05,459774,1.4
2020-01-06,459774,1.4
2020-01-07,459774,1.4
2020-01-08,459774,1.4
2020-01-09,459774,1.4
2020-01-10,459774,1.4
2020-01-11,459774,1.4
2020-01-12,459774,1.4
2020-01-13,459774,1.4
2020-01-14,459774,1.4
2020-01-15,459774,1.4
2020-01-16,459774,1.4
2020-01-17,459774,1.4
2020-01-18,459774,1.4
2020-01-19,459774,1.4
2020-01-20,459774,1.4
2020-01-21,459774,1.4
2020-01-22,459774,1.4
2020-01-23,459774,1.4
2020-01-24,459774,1.4
2020-01-25,459774,1.4
2020-01-26,459774,1.4
2020-01-27,459774,1.4
2020-01-28,459774,1.4
2020-01-29,459774,1.4
2020-01-30,459774,1.4
2020-01-31,459774,1.4
2020-02-01,459774,1.4
2020-02-02,459774,1.4
2020-02-03,459774,1.4
2020-02-04,459774,1.4
2020-02-05,459774,1.4
2020-02-06,459774,1.4
2020-02-07,459774,1.4
2020-02-08,459774,1.4
2020-02-09,459774,1.4
2020-02-10,459774,1.4
2020-02-11,459774,1.4
2020-02-12,459774,1.4
2020-02-13,459774,1.4
2020-02-14,459774,1.4
2020-02-15,459774,1.4
2020-02-16,459774,1.4
2020-02-17,459774,1.4
2020-02-18,459774,1.4
2020-02-19,459774,1.4
2020-02-20,459774,1.4
2020-02-21,459774,1.4
2020-02-22,459774,1.4
2020-02-23,459774,1.4
2020-02-24,459774,1.4
2020-02-25,459774,1.4
2020-02-26,459774,1.4
2020-02-27,459774,1.4
2020-02-28,459774,1.4
2020-02-29,459774,1.4
2020-03-01,459774,1.4
2020-03-02,459774,1.4
2020-03-03,459774,1.4
2020-03-04,459774,1.4
2020-03-05,459774,1.4
2020-03-06,459774,1.4
2020-03-07,459774,1.4
2020-03-08,459774,1.4
2020-03-09,459774,1.4
2020-03-10,459774,1.4
2020-03-11,459774,1.4
2020-03-12,459774,1.4
2020-03-13,459774,1.4
2020-03-14,459774,1.4
2020-03-15,459774,1.4
2020-03-16,459774,1.4
2020-03-17,459774,1.4
2020-03-18,459774,1.4
2020-03-19,459774,1.4
2020-03-20,459774,1.4
2020-03-21,459774,1.4
2020-03-22,459774,1.4
2020-03-23,459774,1.4
2020-03-24,459774,1.4
2020-03-25,459774,1.4
2020-03-26,459774,1.4
2020-03-27,459774,1.4
2020-03-28,459774,1.4
2020-03-29,459774,1.4
2020-03-30,459774,1.4
2020-03-31,459774,1.4
2020-04-01,475617,-2.6
2020-04-02,475617,-2.6
2020-04-03,475617,-2.6
2020-04-04,475617,-2.6
2020-04-05,475617,-2.6
2020-04-06,475617,-2.6
2020-04-07,475617,-2.6
2020-04-08,475617,-2.6
2020-04-09,475617,-2.6
2020-04-10,475617,-2.6
2020-04-11,475617,-2.6
2020-04-12,475617,-2.6
2020-04-13,475617,-2.6
2020-04-14,475617,-2.6
2020-04-15,475617,-2.6
2020-04-16,475617,-2.6
2020-04-17,475617,-2.6
2020-04-18,475617,-2.6
2020-04-19,475617,-2.6
2020-04-20,475617,-2.6
2020-04-21,475617,-2.6
2020-04-22,475617,-2.6
2020-04-23,475617,-2.6
2020-04-24,475617,-2.6
2020-04-25,475617,-2.6
2020-04-26,475617,-2.6
2020-04-27,475617,-2.6
2020-04-28,475617,-2.6
2020-04-29,475617,-2.6
2020-04-30,475617,-2.6
2020-05-01,475617,-2.6
2020-05-02,475617,-2.6
2020-05-03,475617,-2.6
2020-05-04,475617,-2.6
2020-05-05,475617,-2.6
2020-05-06,475617,-2.6
2020-05-07,475617,-2.6
2020-05-08,475617,-2.6
2020-05-09,475617,-2.6
2020-05-10,475617,-2.6
2020-05-11,475617,-2.6
2020-05-12,475617,-2.6
2020-05-13,475617,-2.6
2020-05-14,475617,-2.6
2020-05-15,475617,-2.6
2020-05-16,475617,-2.6
2020-05-17,475617,-2.6
2020-05-18,475617,-2.6
2020-05-19,475617,-2.6
2020-05-20,475617,-2.6
2020-05-21,475617,-2.6
2020-05-22,475617,-2.6
2020-05-23,475617,-2.6
2020-05-24,475617,-2.6
2020-05-25,475617,-2.6
2020-05-26,475617,-2.6
2020-05-27,475617,-2.6
2020-05-28,475617,-2.6
2020-05-29,475617,-2.6
2020-05-30,475617,-2.6
2020-05-31,475617,-2.6
2020-06-01,475617,-2.6
2020-06-02,475617,-2.6
2020-06-03,475617,-2.6
2020-06-04,475617,-2.6
2020-06-05,475617,-2.6
2020-06-06,475617,-2.6
2020-06-07,475617,-2.6
2020-06-08,475617,-2.6
2020-06-09,475617,-2.6
2020-06-10,475617,-2.6
2020-06-11,475617,-2.6
2020-06-12,475617,-2.6
2020-06-13,475617,-2.6
2020-06-14,475617,-2.6
2020-06-15,475617,-2.6
2020-06-16,475617,-2.6
2020-06-17,475617,-2.6
2020-06-18,475617,-2.6
2020-06-19,475617,-2.6
2020-06-20,475617,-2.6
