date,Export amount,Export growth rate,Import amount,Import growth rate
2016-04-18,"50,843,799",23.8,"37,959,391",17.2
2016-04-19,"50,843,799",23.8,"37,959,391",17.2
2016-04-20,"50,843,799",23.8,"37,959,391",17.2
2016-04-21,"50,843,799",23.8,"37,959,391",17.2
2016-04-22,"50,843,799",23.8,"37,959,391",17.2
2016-04-23,"50,843,799",23.8,"37,959,391",17.2
2016-04-24,"50,843,799",23.8,"37,959,391",17.2
2016-04-25,"50,843,799",23.8,"37,959,391",17.2
2016-04-26,"50,843,799",23.8,"37,959,391",17.2
2016-04-27,"50,843,799",23.8,"37,959,391",17.2
2016-04-28,"50,843,799",23.8,"37,959,391",17.2
2016-04-29,"50,843,799",23.8,"37,959,391",17.2
2016-04-30,"50,843,799",23.8,"37,959,391",17.2
2016-05-01,"44,926,979",13.1,"39,287,764",19.0
2016-05-02,"44,926,979",13.1,"39,287,764",19.0
2016-05-03,"44,926,979",13.1,"39,287,764",19.0
2016-05-04,"44,926,979",13.1,"39,287,764",19.0
2016-05-05,"44,926,979",13.1,"39,287,764",19.0
2016-05-06,"44,926,979",13.1,"39,287,764",19.0
2016-05-07,"44,926,979",13.1,"39,287,764",19.0
2016-05-08,"44,926,979",13.1,"39,287,764",19.0
2016-05-09,"44,926,979",13.1,"39,287,764",19.0
2016-05-10,"44,926,979",13.1,"39,287,764",19.0
2016-05-11,"44,926,979",13.1,"39,287,764",19.0
2016-05-12,"44,926,979",13.1,"39,287,764",19.0
2016-05-13,"44,926,979",13.1,"39,287,764",19.0
2016-05-14,"44,926,979",13.1,"39,287,764",19.0
2016-05-15,"44,926,979",13.1,"39,287,764",19.0
2016-05-16,"44,926,979",13.1,"39,287,764",19.0
2016-05-17,"44,926,979",13.1,"39,287,764",19.0
2016-05-18,"44,926,979",13.1,"39,287,764",19.0
2016-05-19,"44,926,979",13.1,"39,287,764",19.0
2016-05-20,"44,926,979",13.1,"39,287,764",19.0
2016-05-21,"44,926,979",13.1,"39,287,764",19.0
2016-05-22,"44,926,979",13.1,"39,287,764",19.0
2016-05-23,"44,926,979",13.1,"39,287,764",19.0
2016-05-24,"44,926,979",13.1,"39,287,764",19.0
2016-05-25,"44,926,979",13.1,"39,287,764",19.0
2016-05-26,"44,926,979",13.1,"39,287,764",19.0
2016-05-27,"44,926,979",13.1,"39,287,764",19.0
2016-05-28,"44,926,979",13.1,"39,287,764",19.0
2016-05-29,"44,926,979",13.1,"39,287,764",19.0
2016-05-30,"44,926,979",13.1,"39,287,764",19.0
2016-05-31,"44,926,979",13.1,"39,287,764",19.0
2016-06-01,"51,272,452",13.4,"40,551,012",19.7
2016-06-02,"51,272,452",13.4,"40,551,012",19.7
2016-06-03,"51,272,452",13.4,"40,551,012",19.7
2016-06-04,"51,272,452",13.4,"40,551,012",19.7
2016-06-05,"51,272,452",13.4,"40,551,012",19.7
2016-06-06,"51,272,452",13.4,"40,551,012",19.7
2016-06-07,"51,272,452",13.4,"40,551,012",19.7
2016-06-08,"51,272,452",13.4,"40,551,012",19.7
2016-06-09,"51,272,452",13.4,"40,551,012",19.7
2016-06-10,"51,272,452",13.4,"40,551,012",19.7
2016-06-11,"51,272,452",13.4,"40,551,012",19.7
2016-06-12,"51,272,452",13.4,"40,551,012",19.7
2016-06-13,"51,272,452",13.4,"40,551,012",19.7
2016-06-14,"51,272,452",13.4,"40,551,012",19.7
2016-06-15,"51,272,452",13.4,"40,551,012",19.7
2016-06-16,"51,272,452",13.4,"40,551,012",19.7
2016-06-17,"51,272,452",13.4,"40,551,012",19.7
2016-06-18,"51,272,452",13.4,"40,551,012",19.7
2016-06-19,"51,272,452",13.4,"40,551,012",19.7
2016-06-20,"51,272,452",13.4,"40,551,012",19.7
2016-06-21,"51,272,452",13.4,"40,551,012",19.7
2016-06-22,"51,272,452",13.4,"40,551,012",19.7
2016-06-23,"51,272,452",13.4,"40,551,012",19.7
2016-06-24,"51,272,452",13.4,"40,551,012",19.7
2016-06-25,"51,272,452",13.4,"40,551,012",19.7
2016-06-26,"51,272,452",13.4,"40,551,012",19.7
2016-06-27,"51,272,452",13.4,"40,551,012",19.7
2016-06-28,"51,272,452",13.4,"40,551,012",19.7
2016-06-29,"51,272,452",13.4,"40,551,012",19.7
2016-06-30,"51,272,452",13.4,"40,551,012",19.7
2016-07-01,"48,830,440",19.4,"38,607,157",15.7
2016-07-02,"48,830,440",19.4,"38,607,157",15.7
2016-07-03,"48,830,440",19.4,"38,607,157",15.7
2016-07-04,"48,830,440",19.4,"38,607,157",15.7
2016-07-05,"48,830,440",19.4,"38,607,157",15.7
2016-07-06,"48,830,440",19.4,"38,607,157",15.7
2016-07-07,"48,830,440",19.4,"38,607,157",15.7
2016-07-08,"48,830,440",19.4,"38,607,157",15.7
2016-07-09,"48,830,440",19.4,"38,607,157",15.7
2016-07-10,"48,830,440",19.4,"38,607,157",15.7
2016-07-11,"48,830,440",19.4,"38,607,157",15.7
2016-07-12,"48,830,440",19.4,"38,607,157",15.7
2016-07-13,"48,830,440",19.4,"38,607,157",15.7
2016-07-14,"48,830,440",19.4,"38,607,157",15.7
2016-07-15,"48,830,440",19.4,"38,607,157",15.7
2016-07-16,"48,830,440",19.4,"38,607,157",15.7
2016-07-17,"48,830,440",19.4,"38,607,157",15.7
2016-07-18,"48,830,440",19.4,"38,607,157",15.7
2016-07-19,"48,830,440",19.4,"38,607,157",15.7
2016-07-20,"48,830,440",19.4,"38,607,157",15.7
2016-07-21,"48,830,440",19.4,"38,607,157",15.7
2016-07-22,"48,830,440",19.4,"38,607,157",15.7
2016-07-23,"48,830,440",19.4,"38,607,157",15.7
2016-07-24,"48,830,440",19.4,"38,607,157",15.7
2016-07-25,"48,830,440",19.4,"38,607,157",15.7
2016-07-26,"48,830,440",19.4,"38,607,157",15.7
2016-07-27,"48,830,440",19.4,"38,607,157",15.7
2016-07-28,"48,830,440",19.4,"38,607,157",15.7
2016-07-29,"48,830,440",19.4,"38,607,157",15.7
2016-07-30,"48,830,440",19.4,"38,607,157",15.7
2016-07-31,"48,830,440",19.4,"38,607,157",15.7
2016-08-01,"47,105,569",17.4,"40,549,772",15.5
2016-08-02,"47,105,569",17.4,"40,549,772",15.5
2016-08-03,"47,105,569",17.4,"40,549,772",15.5
2016-08-04,"47,105,569",17.4,"40,549,772",15.5
2016-08-05,"47,105,569",17.4,"40,549,772",15.5
2016-08-06,"47,105,569",17.4,"40,549,772",15.5
2016-08-07,"47,105,569",17.4,"40,549,772",15.5
2016-08-08,"47,105,569",17.4,"40,549,772",15.5
2016-08-09,"47,105,569",17.4,"40,549,772",15.5
2016-08-10,"47,105,569",17.4,"40,549,772",15.5
2016-08-11,"47,105,569",17.4,"40,549,772",15.5
2016-08-12,"47,105,569",17.4,"40,549,772",15.5
2016-08-13,"47,105,569",17.4,"40,549,772",15.5
2016-08-14,"47,105,569",17.4,"40,549,772",15.5
2016-08-15,"47,105,569",17.4,"40,549,772",15.5
2016-08-16,"47,105,569",17.4,"40,549,772",15.5
2016-08-17,"47,105,569",17.4,"40,549,772",15.5
2016-08-18,"47,105,569",17.4,"40,549,772",15.5
2016-08-19,"47,105,569",17.4,"40,549,772",15.5
2016-08-20,"47,105,569",17.4,"40,549,772",15.5
2016-08-21,"47,105,569",17.4,"40,549,772",15.5
2016-08-22,"47,105,569",17.4,"40,549,772",15.5
2016-08-23,"47,105,569",17.4,"40,549,772",15.5
2016-08-24,"47,105,569",17.4,"40,549,772",15.5
2016-08-25,"47,105,569",17.4,"40,549,772",15.5
2016-08-26,"47,105,569",17.4,"40,549,772",15.5
2016-08-27,"47,105,569",17.4,"40,549,772",15.5
2016-08-28,"47,105,569",17.4,"40,549,772",15.5
2016-08-29,"47,105,569",17.4,"40,549,772",15.5
2016-08-30,"47,105,569",17.4,"40,549,772",15.5
2016-08-31,"47,105,569",17.4,"40,549,772",15.5
2016-09-01,"55,115,240",34.9,"41,695,884",22.7
2016-09-02,"55,115,240",34.9,"41,695,884",22.7
2016-09-03,"55,115,240",34.9,"41,695,884",22.7
2016-09-04,"55,115,240",34.9,"41,695,884",22.7
2016-09-05,"55,115,240",34.9,"41,695,884",22.7
2016-09-06,"55,115,240",34.9,"41,695,884",22.7
2016-09-07,"55,115,240",34.9,"41,695,884",22.7
2016-09-08,"55,115,240",34.9,"41,695,884",22.7
2016-09-09,"55,115,240",34.9,"41,695,884",22.7
2016-09-10,"55,115,240",34.9,"41,695,884",22.7
2016-09-11,"55,115,240",34.9,"41,695,884",22.7
2016-09-12,"55,115,240",34.9,"41,695,884",22.7
2016-09-13,"55,115,240",34.9,"41,695,884",22.7
2016-09-14,"55,115,240",34.9,"41,695,884",22.7
2016-09-15,"55,115,240",34.9,"41,695,884",22.7
2016-09-16,"55,115,240",34.9,"41,695,884",22.7
2016-09-17,"55,115,240",34.9,"41,695,884",22.7
2016-09-18,"55,115,240",34.9,"41,695,884",22.7
2016-09-19,"55,115,240",34.9,"41,695,884",22.7
2016-09-20,"55,115,240",34.9,"41,695,884",22.7
2016-09-21,"55,115,240",34.9,"41,695,884",22.7
2016-09-22,"55,115,240",34.9,"41,695,884",22.7
2016-09-23,"55,115,240",34.9,"41,695,884",22.7
2016-09-24,"55,115,240",34.9,"41,695,884",22.7
2016-09-25,"55,115,240",34.9,"41,695,884",22.7
2016-09-26,"55,115,240",34.9,"41,695,884",22.7
2016-09-27,"55,115,240",34.9,"41,695,884",22.7
2016-09-28,"55,115,240",34.9,"41,695,884",22.7
2016-09-29,"55,115,240",34.9,"41,695,884",22.7
2016-09-30,"55,115,240",34.9,"41,695,884",22.7
2016-10-01,"44,791,239",6.7,"37,856,562",8.0
2016-10-02,"44,791,239",6.7,"37,856,562",8.0
2016-10-03,"44,791,239",6.7,"37,856,562",8.0
2016-10-04,"44,791,239",6.7,"37,856,562",8.0
2016-10-05,"44,791,239",6.7,"37,856,562",8.0
2016-10-06,"44,791,239",6.7,"37,856,562",8.0
2016-10-07,"44,791,239",6.7,"37,856,562",8.0
2016-10-08,"44,791,239",6.7,"37,856,562",8.0
2016-10-09,"44,791,239",6.7,"37,856,562",8.0
2016-10-10,"44,791,239",6.7,"37,856,562",8.0
2016-10-11,"44,791,239",6.7,"37,856,562",8.0
2016-10-12,"44,791,239",6.7,"37,856,562",8.0
2016-10-13,"44,791,239",6.7,"37,856,562",8.0
2016-10-14,"44,791,239",6.7,"37,856,562",8.0
2016-10-15,"44,791,239",6.7,"37,856,562",8.0
2016-10-16,"44,791,239",6.7,"37,856,562",8.0
2016-10-17,"44,791,239",6.7,"37,856,562",8.0
2016-10-18,"44,791,239",6.7,"37,856,562",8.0
2016-10-19,"44,791,239",6.7,"37,856,562",8.0
2016-10-20,"44,791,239",6.7,"37,856,562",8.0
2016-10-21,"44,791,239",6.7,"37,856,562",8.0
2016-10-22,"44,791,239",6.7,"37,856,562",8.0
2016-10-23,"44,791,239",6.7,"37,856,562",8.0
2016-10-24,"44,791,239",6.7,"37,856,562",8.0
2016-10-25,"44,791,239",6.7,"37,856,562",8.0
2016-10-26,"44,791,239",6.7,"37,856,562",8.0
2016-10-27,"44,791,239",6.7,"37,856,562",8.0
2016-10-28,"44,791,239",6.7,"37,856,562",8.0
2016-10-29,"44,791,239",6.7,"37,856,562",8.0
2016-10-30,"44,791,239",6.7,"37,856,562",8.0
2016-10-31,"44,791,239",6.7,"37,856,562",8.0
2016-11-01,"49,707,197",9.7,"42,013,512",12.8
2016-11-02,"49,707,197",9.7,"42,013,512",12.8
2016-11-03,"49,707,197",9.7,"42,013,512",12.8
2016-11-04,"49,707,197",9.7,"42,013,512",12.8
2016-11-05,"49,707,197",9.7,"42,013,512",12.8
2016-11-06,"49,707,197",9.7,"42,013,512",12.8
2016-11-07,"49,707,197",9.7,"42,013,512",12.8
2016-11-08,"49,707,197",9.7,"42,013,512",12.8
2016-11-09,"49,707,197",9.7,"42,013,512",12.8
2016-11-10,"49,707,197",9.7,"42,013,512",12.8
2016-11-11,"49,707,197",9.7,"42,013,512",12.8
2016-11-12,"49,707,197",9.7,"42,013,512",12.8
2016-11-13,"49,707,197",9.7,"42,013,512",12.8
2016-11-14,"49,707,197",9.7,"42,013,512",12.8
2016-11-15,"49,707,197",9.7,"42,013,512",12.8
2016-11-16,"49,707,197",9.7,"42,013,512",12.8
2016-11-17,"49,707,197",9.7,"42,013,512",12.8
2016-11-18,"49,707,197",9.7,"42,013,512",12.8
2016-11-19,"49,707,197",9.7,"42,013,512",12.8
2016-11-20,"49,707,197",9.7,"42,013,512",12.8
2016-11-21,"49,707,197",9.7,"42,013,512",12.8
2016-11-22,"49,707,197",9.7,"42,013,512",12.8
2016-11-23,"49,707,197",9.7,"42,013,512",12.8
2016-11-24,"49,707,197",9.7,"42,013,512",12.8
2016-11-25,"49,707,197",9.7,"42,013,512",12.8
2016-11-26,"49,707,197",9.7,"42,013,512",12.8
2016-11-27,"49,707,197",9.7,"42,013,512",12.8
2016-11-28,"49,707,197",9.7,"42,013,512",12.8
2016-11-29,"49,707,197",9.7,"42,013,512",12.8
2016-11-30,"49,707,197",9.7,"42,013,512",12.8
2016-12-01,"49,040,139",8.8,"43,529,066",13.6
2016-12-02,"49,040,139",8.8,"43,529,066",13.6
2016-12-03,"49,040,139",8.8,"43,529,066",13.6
2016-12-04,"49,040,139",8.8,"43,529,066",13.6
2016-12-05,"49,040,139",8.8,"43,529,066",13.6
2016-12-06,"49,040,139",8.8,"43,529,066",13.6
2016-12-07,"49,040,139",8.8,"43,529,066",13.6
2016-12-08,"49,040,139",8.8,"43,529,066",13.6
2016-12-09,"49,040,139",8.8,"43,529,066",13.6
2016-12-10,"49,040,139",8.8,"43,529,066",13.6
2016-12-11,"49,040,139",8.8,"43,529,066",13.6
2016-12-12,"49,040,139",8.8,"43,529,066",13.6
2016-12-13,"49,040,139",8.8,"43,529,066",13.6
2016-12-14,"49,040,139",8.8,"43,529,066",13.6
2016-12-15,"49,040,139",8.8,"43,529,066",13.6
2016-12-16,"49,040,139",8.8,"43,529,066",13.6
2016-12-17,"49,040,139",8.8,"43,529,066",13.6
2016-12-18,"49,040,139",8.8,"43,529,066",13.6
2016-12-19,"49,040,139",8.8,"43,529,066",13.6
2016-12-20,"49,040,139",8.8,"43,529,066",13.6
2016-12-21,"49,040,139",8.8,"43,529,066",13.6
2016-12-22,"49,040,139",8.8,"43,529,066",13.6
2016-12-23,"49,040,139",8.8,"43,529,066",13.6
2016-12-24,"49,040,139",8.8,"43,529,066",13.6
2016-12-25,"49,040,139",8.8,"43,529,066",13.6
2016-12-26,"49,040,139",8.8,"43,529,066",13.6
2016-12-27,"49,040,139",8.8,"43,529,066",13.6
2016-12-28,"49,040,139",8.8,"43,529,066",13.6
2016-12-29,"49,040,139",8.8,"43,529,066",13.6
2016-12-30,"49,040,139",8.8,"43,529,066",13.6
2016-12-31,"49,040,139",8.8,"43,529,066",13.6
2017-01-01,"40,257,000",11.0,"37,645,403",20.2
2017-01-02,"40,257,000",11.0,"37,645,403",20.2
2017-01-03,"40,257,000",11.0,"37,645,403",20.2
2017-01-04,"40,257,000",11.0,"37,645,403",20.2
2017-01-05,"40,257,000",11.0,"37,645,403",20.2
2017-01-06,"40,257,000",11.0,"37,645,403",20.2
2017-01-07,"40,257,000",11.0,"37,645,403",20.2
2017-01-08,"40,257,000",11.0,"37,645,403",20.2
2017-01-09,"40,257,000",11.0,"37,645,403",20.2
2017-01-10,"40,257,000",11.0,"37,645,403",20.2
2017-01-11,"40,257,000",11.0,"37,645,403",20.2
2017-01-12,"40,257,000",11.0,"37,645,403",20.2
2017-01-13,"40,257,000",11.0,"37,645,403",20.2
2017-01-14,"40,257,000",11.0,"37,645,403",20.2
2017-01-15,"40,257,000",11.0,"37,645,403",20.2
2017-01-16,"40,257,000",11.0,"37,645,403",20.2
2017-01-17,"40,257,000",11.0,"37,645,403",20.2
2017-01-18,"40,257,000",11.0,"37,645,403",20.2
2017-01-19,"40,257,000",11.0,"37,645,403",20.2
2017-01-20,"40,257,000",11.0,"37,645,403",20.2
2017-01-21,"40,257,000",11.0,"37,645,403",20.2
2017-01-22,"40,257,000",11.0,"37,645,403",20.2
2017-01-23,"40,257,000",11.0,"37,645,403",20.2
2017-01-24,"40,257,000",11.0,"37,645,403",20.2
2017-01-25,"40,257,000",11.0,"37,645,403",20.2
2017-01-26,"40,257,000",11.0,"37,645,403",20.2
2017-01-27,"40,257,000",11.0,"37,645,403",20.2
2017-01-28,"40,257,000",11.0,"37,645,403",20.2
2017-01-29,"40,257,000",11.0,"37,645,403",20.2
2017-01-30,"40,257,000",11.0,"37,645,403",20.2
2017-01-31,"40,257,000",11.0,"37,645,403",20.2
2017-02-01,"43,166,536",20.2,"36,203,282",24.1
2017-02-02,"43,166,536",20.2,"36,203,282",24.1
2017-02-03,"43,166,536",20.2,"36,203,282",24.1
2017-02-04,"43,166,536",20.2,"36,203,282",24.1
2017-02-05,"43,166,536",20.2,"36,203,282",24.1
2017-02-06,"43,166,536",20.2,"36,203,282",24.1
2017-02-07,"43,166,536",20.2,"36,203,282",24.1
2017-02-08,"43,166,536",20.2,"36,203,282",24.1
2017-02-09,"43,166,536",20.2,"36,203,282",24.1
2017-02-10,"43,166,536",20.2,"36,203,282",24.1
2017-02-11,"43,166,536",20.2,"36,203,282",24.1
2017-02-12,"43,166,536",20.2,"36,203,282",24.1
2017-02-13,"43,166,536",20.2,"36,203,282",24.1
2017-02-14,"43,166,536",20.2,"36,203,282",24.1
2017-02-15,"43,166,536",20.2,"36,203,282",24.1
2017-02-16,"43,166,536",20.2,"36,203,282",24.1
2017-02-17,"43,166,536",20.2,"36,203,282",24.1
2017-02-18,"43,166,536",20.2,"36,203,282",24.1
2017-02-19,"43,166,536",20.2,"36,203,282",24.1
2017-02-20,"43,166,536",20.2,"36,203,282",24.1
2017-02-21,"43,166,536",20.2,"36,203,282",24.1
2017-02-22,"43,166,536",20.2,"36,203,282",24.1
2017-02-23,"43,166,536",20.2,"36,203,282",24.1
2017-02-24,"43,166,536",20.2,"36,203,282",24.1
2017-02-25,"43,166,536",20.2,"36,203,282",24.1
2017-02-26,"43,166,536",20.2,"36,203,282",24.1
2017-02-27,"43,166,536",20.2,"36,203,282",24.1
2017-02-28,"43,166,536",20.2,"36,203,282",24.1
2017-03-01,"48,637,832",13.1,"42,579,492",27.7
2017-03-02,"48,637,832",13.1,"42,579,492",27.7
2017-03-03,"48,637,832",13.1,"42,579,492",27.7
2017-03-04,"48,637,832",13.1,"42,579,492",27.7
2017-03-05,"48,637,832",13.1,"42,579,492",27.7
2017-03-06,"48,637,832",13.1,"42,579,492",27.7
2017-03-07,"48,637,832",13.1,"42,579,492",27.7
2017-03-08,"48,637,832",13.1,"42,579,492",27.7
2017-03-09,"48,637,832",13.1,"42,579,492",27.7
2017-03-10,"48,637,832",13.1,"42,579,492",27.7
2017-03-11,"48,637,832",13.1,"42,579,492",27.7
2017-03-12,"48,637,832",13.1,"42,579,492",27.7
2017-03-13,"48,637,832",13.1,"42,579,492",27.7
2017-03-14,"48,637,832",13.1,"42,579,492",27.7
2017-03-15,"48,637,832",13.1,"42,579,492",27.7
2017-03-16,"48,637,832",13.1,"42,579,492",27.7
2017-03-17,"48,637,832",13.1,"42,579,492",27.7
2017-03-18,"48,637,832",13.1,"42,579,492",27.7
2017-03-19,"48,637,832",13.1,"42,579,492",27.7
2017-03-20,"48,637,832",13.1,"42,579,492",27.7
2017-03-21,"48,637,832",13.1,"42,579,492",27.7
2017-03-22,"48,637,832",13.1,"42,579,492",27.7
2017-03-23,"48,637,832",13.1,"42,579,492",27.7
2017-03-24,"48,637,832",13.1,"42,579,492",27.7
2017-03-25,"48,637,832",13.1,"42,579,492",27.7
2017-03-26,"48,637,832",13.1,"42,579,492",27.7
2017-03-27,"48,637,832",13.1,"42,579,492",27.7
2017-03-28,"48,637,832",13.1,"42,579,492",27.7
2017-03-29,"48,637,832",13.1,"42,579,492",27.7
2017-03-30,"48,637,832",13.1,"42,579,492",27.7
2017-03-31,"48,637,832",13.1,"42,579,492",27.7
2017-04-01,"50,843,799",23.8,"37,959,391",17.2
2017-04-02,"50,843,799",23.8,"37,959,391",17.2
2017-04-03,"50,843,799",23.8,"37,959,391",17.2
2017-04-04,"50,843,799",23.8,"37,959,391",17.2
2017-04-05,"50,843,799",23.8,"37,959,391",17.2
2017-04-06,"50,843,799",23.8,"37,959,391",17.2
2017-04-07,"50,843,799",23.8,"37,959,391",17.2
2017-04-08,"50,843,799",23.8,"37,959,391",17.2
2017-04-09,"50,843,799",23.8,"37,959,391",17.2
2017-04-10,"50,843,799",23.8,"37,959,391",17.2
2017-04-11,"50,843,799",23.8,"37,959,391",17.2
2017-04-12,"50,843,799",23.8,"37,959,391",17.2
2017-04-13,"50,843,799",23.8,"37,959,391",17.2
2017-04-14,"50,843,799",23.8,"37,959,391",17.2
2017-04-15,"50,843,799",23.8,"37,959,391",17.2
2017-04-16,"50,843,799",23.8,"37,959,391",17.2
2017-04-17,"50,843,799",23.8,"37,959,391",17.2
2017-04-18,"50,843,799",23.8,"37,959,391",17.2
2017-04-19,"50,843,799",23.8,"37,959,391",17.2
2017-04-20,"50,843,799",23.8,"37,959,391",17.2
2017-04-21,"50,843,799",23.8,"37,959,391",17.2
2017-04-22,"50,843,799",23.8,"37,959,391",17.2
2017-04-23,"50,843,799",23.8,"37,959,391",17.2
2017-04-24,"50,843,799",23.8,"37,959,391",17.2
2017-04-25,"50,843,799",23.8,"37,959,391",17.2
2017-04-26,"50,843,799",23.8,"37,959,391",17.2
2017-04-27,"50,843,799",23.8,"37,959,391",17.2
2017-04-28,"50,843,799",23.8,"37,959,391",17.2
2017-04-29,"50,843,799",23.8,"37,959,391",17.2
2017-04-30,"50,843,799",23.8,"37,959,391",17.2
2017-05-01,"44,926,979",13.1,"39,287,764",19.0
2017-05-02,"44,926,979",13.1,"39,287,764",19.0
2017-05-03,"44,926,979",13.1,"39,287,764",19.0
2017-05-04,"44,926,979",13.1,"39,287,764",19.0
2017-05-05,"44,926,979",13.1,"39,287,764",19.0
2017-05-06,"44,926,979",13.1,"39,287,764",19.0
2017-05-07,"44,926,979",13.1,"39,287,764",19.0
2017-05-08,"44,926,979",13.1,"39,287,764",19.0
2017-05-09,"44,926,979",13.1,"39,287,764",19.0
2017-05-10,"44,926,979",13.1,"39,287,764",19.0
2017-05-11,"44,926,979",13.1,"39,287,764",19.0
2017-05-12,"44,926,979",13.1,"39,287,764",19.0
2017-05-13,"44,926,979",13.1,"39,287,764",19.0
2017-05-14,"44,926,979",13.1,"39,287,764",19.0
2017-05-15,"44,926,979",13.1,"39,287,764",19.0
2017-05-16,"44,926,979",13.1,"39,287,764",19.0
2017-05-17,"44,926,979",13.1,"39,287,764",19.0
2017-05-18,"44,926,979",13.1,"39,287,764",19.0
2017-05-19,"44,926,979",13.1,"39,287,764",19.0
2017-05-20,"44,926,979",13.1,"39,287,764",19.0
2017-05-21,"44,926,979",13.1,"39,287,764",19.0
2017-05-22,"44,926,979",13.1,"39,287,764",19.0
2017-05-23,"44,926,979",13.1,"39,287,764",19.0
2017-05-24,"44,926,979",13.1,"39,287,764",19.0
2017-05-25,"44,926,979",13.1,"39,287,764",19.0
2017-05-26,"44,926,979",13.1,"39,287,764",19.0
2017-05-27,"44,926,979",13.1,"39,287,764",19.0
2017-05-28,"44,926,979",13.1,"39,287,764",19.0
2017-05-29,"44,926,979",13.1,"39,287,764",19.0
2017-05-30,"44,926,979",13.1,"39,287,764",19.0
2017-05-31,"44,926,979",13.1,"39,287,764",19.0
2017-06-01,"51,272,452",13.4,"40,551,012",19.7
2017-06-02,"51,272,452",13.4,"40,551,012",19.7
2017-06-03,"51,272,452",13.4,"40,551,012",19.7
2017-06-04,"51,272,452",13.4,"40,551,012",19.7
2017-06-05,"51,272,452",13.4,"40,551,012",19.7
2017-06-06,"51,272,452",13.4,"40,551,012",19.7
2017-06-07,"51,272,452",13.4,"40,551,012",19.7
2017-06-08,"51,272,452",13.4,"40,551,012",19.7
2017-06-09,"51,272,452",13.4,"40,551,012",19.7
2017-06-10,"51,272,452",13.4,"40,551,012",19.7
2017-06-11,"51,272,452",13.4,"40,551,012",19.7
2017-06-12,"51,272,452",13.4,"40,551,012",19.7
2017-06-13,"51,272,452",13.4,"40,551,012",19.7
2017-06-14,"51,272,452",13.4,"40,551,012",19.7
2017-06-15,"51,272,452",13.4,"40,551,012",19.7
2017-06-16,"51,272,452",13.4,"40,551,012",19.7
2017-06-17,"51,272,452",13.4,"40,551,012",19.7
2017-06-18,"51,272,452",13.4,"40,551,012",19.7
2017-06-19,"51,272,452",13.4,"40,551,012",19.7
2017-06-20,"51,272,452",13.4,"40,551,012",19.7
2017-06-21,"51,272,452",13.4,"40,551,012",19.7
2017-06-22,"51,272,452",13.4,"40,551,012",19.7
2017-06-23,"51,272,452",13.4,"40,551,012",19.7
2017-06-24,"51,272,452",13.4,"40,551,012",19.7
2017-06-25,"51,272,452",13.4,"40,551,012",19.7
2017-06-26,"51,272,452",13.4,"40,551,012",19.7
2017-06-27,"51,272,452",13.4,"40,551,012",19.7
2017-06-28,"51,272,452",13.4,"40,551,012",19.7
2017-06-29,"51,272,452",13.4,"40,551,012",19.7
2017-06-30,"51,272,452",13.4,"40,551,012",19.7
2017-07-01,"48,830,440",19.4,"38,607,157",15.7
2017-07-02,"48,830,440",19.4,"38,607,157",15.7
2017-07-03,"48,830,440",19.4,"38,607,157",15.7
2017-07-04,"48,830,440",19.4,"38,607,157",15.7
2017-07-05,"48,830,440",19.4,"38,607,157",15.7
2017-07-06,"48,830,440",19.4,"38,607,157",15.7
2017-07-07,"48,830,440",19.4,"38,607,157",15.7
2017-07-08,"48,830,440",19.4,"38,607,157",15.7
2017-07-09,"48,830,440",19.4,"38,607,157",15.7
2017-07-10,"48,830,440",19.4,"38,607,157",15.7
2017-07-11,"48,830,440",19.4,"38,607,157",15.7
2017-07-12,"48,830,440",19.4,"38,607,157",15.7
2017-07-13,"48,830,440",19.4,"38,607,157",15.7
2017-07-14,"48,830,440",19.4,"38,607,157",15.7
2017-07-15,"48,830,440",19.4,"38,607,157",15.7
2017-07-16,"48,830,440",19.4,"38,607,157",15.7
2017-07-17,"48,830,440",19.4,"38,607,157",15.7
2017-07-18,"48,830,440",19.4,"38,607,157",15.7
2017-07-19,"48,830,440",19.4,"38,607,157",15.7
2017-07-20,"48,830,440",19.4,"38,607,157",15.7
2017-07-21,"48,830,440",19.4,"38,607,157",15.7
2017-07-22,"48,830,440",19.4,"38,607,157",15.7
2017-07-23,"48,830,440",19.4,"38,607,157",15.7
2017-07-24,"48,830,440",19.4,"38,607,157",15.7
2017-07-25,"48,830,440",19.4,"38,607,157",15.7
2017-07-26,"48,830,440",19.4,"38,607,157",15.7
2017-07-27,"48,830,440",19.4,"38,607,157",15.7
2017-07-28,"48,830,440",19.4,"38,607,157",15.7
2017-07-29,"48,830,440",19.4,"38,607,157",15.7
2017-07-30,"48,830,440",19.4,"38,607,157",15.7
2017-07-31,"48,830,440",19.4,"38,607,157",15.7
2017-08-01,"47,105,569",17.4,"40,549,772",15.5
2017-08-02,"47,105,569",17.4,"40,549,772",15.5
2017-08-03,"47,105,569",17.4,"40,549,772",15.5
2017-08-04,"47,105,569",17.4,"40,549,772",15.5
2017-08-05,"47,105,569",17.4,"40,549,772",15.5
2017-08-06,"47,105,569",17.4,"40,549,772",15.5
2017-08-07,"47,105,569",17.4,"40,549,772",15.5
2017-08-08,"47,105,569",17.4,"40,549,772",15.5
2017-08-09,"47,105,569",17.4,"40,549,772",15.5
2017-08-10,"47,105,569",17.4,"40,549,772",15.5
2017-08-11,"47,105,569",17.4,"40,549,772",15.5
