date,Export amount,Export growth rate,Import amount,Import growth rate
2015-02-23,"41,472,191",-3.4,"33,998,316",-19.2
2015-02-24,"41,472,191",-3.4,"33,998,316",-19.2
2015-02-25,"41,472,191",-3.4,"33,998,316",-19.2
2015-02-26,"41,472,191",-3.4,"33,998,316",-19.2
2015-02-27,"41,472,191",-3.4,"33,998,316",-19.2
2015-02-28,"41,472,191",-3.4,"33,998,316",-19.2
2015-03-01,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-02,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-03,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-04,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-05,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-06,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-07,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-08,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-09,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-10,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-11,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-12,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-13,"46,822,771",-4.6,"38,485,935",-15.5
2015-03-14,"46,822,771",-4.6,"38,485,935",-15.5
